name,category,subtypes,phone,website,address,street,city,state,postal_code,country,country_code,rating,reviews,business_status,working_hours,description,about,latitude,longitude,place_id,google_id,domain,email,company_instagram,company_facebook,booking_appointment_link,verified,photos_count,reviews_per_score_5,reviews_per_score_4,services
Well BYND Wellness Clinic,Spa and health club,"Wellness center, Acupuncture clinic, Chiropractor, Facial spa, Lymph drainage therapist, Massage therapist, Naturopathic practitioner, Nutritionist, Osteopath, Spa and health club",+1 416-504-2269,http://www.wellbynd.com/,"460 Richmond St W Suite 500, Toronto, ON M5V 1Y1",460 Richmond St W Suite 500,Toronto,Ontario,M5V 1Y1,Canada,CA,4.8,180,OPERATIONAL,"{""Monday"": [""10a.m.-8p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""10a.m.-8p.m.""], ""Thursday"": [""10a.m.-8p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""9a.m.-5p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Offerings"": {""Sauna"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6477704,-79.3977197,ChIJQ1my3ww1K4gR34Bzme9nFz0,0x882b350cdfb25943:0x3d1767ef997380df,wellbynd.com,hello@wellbynd.com,,https://www.facebook.com/652039455228884,https://wellbynd.janeapp.com/locations/well-bynd/book?rwg_token=AFd1xnFD2q4w1YE01HgxoI6_-_eoVXIVBtUUo1cZ8f32EkY2BDOu42muR2Qe3DqiiiT7mpISYK-YxOwIcZYHikz-7Aqee1g2iqKv41J7_rmlNaRFzMHdYuE%3D,True,55,168,3,"iv_therapy,nad_plus"
IV Beauty and Aesthetics,Medical spa,"Medical spa, IV therapy service, Weight loss service",+1 519-590-4273,https://ivbeautyandaesthetics.ca/%3Ffbclid%3DPAAab712J0--pcHsTeFrJFHowfhKI5fPLqizsZliWsnxTphEdO41Bud_oqpIk_aem_AaaaGf49t1FyY_Oex4cE95rkPCGYADrHMf7MLVroZXmoIaG5aK1gNKtQEXCCPmdKjKU,"16 Water St N, Cambridge, ON N1R 3B1",16 Water St N,Cambridge,Ontario,N1R 3B1,Canada,CA,5,80,OPERATIONAL,"{""Monday"": [""10a.m.-5p.m.""], ""Tuesday"": [""Closed""], ""Wednesday"": [""10a.m.-5p.m.""], ""Thursday"": [""10a.m.-5p.m.""], ""Friday"": [""10a.m.-5p.m.""], ""Saturday"": [""9a.m.-5p.m.""], ""Sunday"": [""10a.m.-5p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Offerings"": {""Skincare treatments"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.3593591,-80.3155053,ChIJrQyjOxB3LIgREb6mc07g16M,0x882c77103ba30cad:0xa3d7e04e73a6be11,ivbeautyandaesthetics.ca,ivbeautyandaesthetic@gmail.com,https://www.instagram.com/iv_beauty_aesthetics,https://www.facebook.com/honestyforever90,,True,5,80,0,"hydration,vitamin_iv"
Liberty Clinic,Naturopathic practitioner,"Medical clinic, Acupuncturist, Alternative medicine practitioner, Biofeedback therapist, Chiropractor, Massage therapist, Naturopathic practitioner, Osteopath",+1 416-591-1123,https://www.libertyclinic.com/,"600 Sherbourne St Suite 315, Toronto, ON M4X 1W4",600 Sherbourne St Suite 315,Toronto,Ontario,M4X 1W4,Canada,CA,4.8,24,OPERATIONAL,"{""Monday"": [""9a.m.-6p.m.""], ""Tuesday"": [""9a.m.-6p.m.""], ""Wednesday"": [""9a.m.-6p.m.""], ""Thursday"": [""9a.m.-6p.m.""], ""Friday"": [""9a.m.-6p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Language assistance"": ""English, Filipino, French""}, ""Accessibility"": {""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6716822,-79.3768696,ChIJp6rYOeo0K4gRI1Co5pScrHQ,0x882b34ea39d8aaa7:0x74ac9c94e6a85023,libertyclinic.com,info@libertyclinic.com,https://www.instagram.com/askdrjj,https://www.facebook.com/AskDrJJ/,,True,78,23,0,iv_therapy
"Dr. Savinda Morais, ND",Naturopathic practitioner,Naturopathic practitioner,+1 905-318-8111,http://www.drmoraisnd.com/,"640 Mohawk Rd W, Hamilton, ON L9C 2G6",640 Mohawk Rd W,Hamilton,Ontario,L9C 2G6,Canada,CA,4.5,13,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""Closed""], ""Saturday"": [""10a.m.-5p.m.""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.2337812,-79.9093785,ChIJlXBvM_CbLIgRhpuWe3QAMWc,0x882c9bf0336f7095:0x673100747b969b86,drmoraisnd.com,askdrmorais@gmail.com,,https://www.facebook.com/SavindaND,https://app.outsmartemr.com/online-booking/2166/drmoraisnd,True,7,10,1,iv_therapy
Lumèr - Timeless Health Clinic,Wellness center,"Wellness center, Health spa",+1 416-966-4106,http://www.timelesshealthclinic.com/,"25 Wood St #1, Toronto, ON M4Y 2P9",25 Wood St #1,Toronto,Ontario,M4Y 2P9,Canada,CA,4.8,552,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""], ""Thursday"": [""12a.m.-8p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""10a.m.-6p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English, Filipino, Russian, Ukrainian""}, ""Amenities"": {""Restaurant"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.662267,-79.381794,ChIJC5wdB7M0K4gRbx1aHLPdiGY,0x882b34b3071d9c0b:0x6688ddb31c5a1d6f,timelesshealthclinic.com,info@timelesshealthclinic.com,,http://www.facebook.com/timelesshealthclinic,,True,73,502,18,"glutathione,immune_iv,iv_therapy,vitamin_iv"
Med Spa Toronto - Rejuvenation Med Clinic,Medical spa,"Medical spa, Facial spa, Hair removal service, Health spa, Laser hair removal service, Skin care clinic",+1 855-698-1448,https://rejuvenationmedspa.ca/%3Futm_campaign%3Dgmb,"67 Portland St 2nd Floor, Toronto, ON M5V 1C2",67 Portland St 2nd Floor,Toronto,Ontario,M5V 1C2,Canada,CA,4.3,284,OPERATIONAL,"{""Monday"": [""11a.m.-7p.m.""], ""Tuesday"": [""11a.m.-7p.m.""], ""Wednesday"": [""11a.m.-7p.m.""], ""Thursday"": [""11a.m.-7p.m.""], ""Friday"": [""11a.m.-7p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Amenities"": {""Washroom"": true, ""Restaurant"": false}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6436313,-79.3994498,ChIJ6yFc1zk1K4gR_O4fcRS1bTc,0x882b3539d75c21eb:0x376db514711feefc,rejuvenationmedspa.ca,info@rejuvenationmedclinic.com,,,https://rejuvenationmedspa.ca/contact-us/,True,53,226,6,iv_therapy
Willow London Naturopathic & IV Clinic,Naturopathic practitioner,"Naturopathic practitioner, Acupuncture clinic, Alternative medicine practitioner, Herbalist, Holistic medicine practitioner, Natural goods store, Nutritionist, Women's health clinic, Vitamin & supplements store, Wellness program",+1 519-702-7726,https://www.willownaturopath.com/,"1570 Hyde Park Rd Unit 2, London, ON N6H 5L5",1570 Hyde Park Rd Unit 2,London,Ontario,N6H 5L5,Canada,CA,4.8,60,OPERATIONAL,"{""Monday"": [""10a.m.-4p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""12-7p.m.""], ""Thursday"": [""10a.m.-4p.m.""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",42.9985408,-81.332624,ChIJ87peey_xLogRJN1slI3cNWg,0x882ef12f7b5ebaf3:0x6835dc8d946cdd24,willownaturopath.com,info@willownd.com,,,https://willownaturopath.janeapp.com/locations/willow-naturopathic-iv-clinic/book?rwg_token=AFd1xnEvl0YlYuCAkzp6Ee52D16xz5tNc4xCBbPZN89wPyEL3quxcmIwTw_zOef49oWjWOphVk32D0e1x9kCzind1bc0BuFnLFN_08lpr2N3Fd4MPx-2gGY%3D,True,7,57,0,"iv_therapy,nad_plus,vitamin_iv"
Reforme Lab,Medical spa,Medical spa,+1 416-901-3133,http://www.reformelab.com/,"164 Davenport Rd, Toronto, ON M5R 1J2",164 Davenport Rd,Toronto,Ontario,M5R 1J2,Canada,CA,5,81,OPERATIONAL,"{""Monday"": [""10:30a.m.-7p.m.""], ""Tuesday"": [""10:30a.m.-7p.m.""], ""Wednesday"": [""Closed""], ""Thursday"": [""10:30a.m.-7p.m.""], ""Friday"": [""10:30a.m.-7p.m.""], ""Saturday"": [""12-5p.m.""], ""Sunday"": [""12-5p.m.""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6753225,-79.3946783,ChIJraZWfmLL1IkRjFHywkT6cG4,0x89d4cb627e56a6ad:0x6e70fa44c2f2518c,reformelab.com,info@reformelab.com,https://www.instagram.com/reforme.lab,,https://reformelab.janeapp.com/,True,26,80,0,iv_therapy
Renovo Skin & Body Care Clinic Toronto,Medical spa,"Medical spa, Beauty salon, Day spa, Facial spa, Hair replacement service, Hair transplantation clinic, Health spa, Medical Center, Skin care clinic, Spa",+1 416-252-0404,https://renovomedispa.com/toronto%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"36 Park Lawn Rd Unit 6, Etobicoke, ON M8V 0E5",36 Park Lawn Rd Unit 6,CA,Ontario,M8V 0E5,Canada,CA,4.5,312,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-7p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true, ""Restaurant"": false}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6237219,-79.4837034,ChIJpRK36JFcK4gRJJX4NiV5eSo,0x882b5c91e8b712a5:0x2a79792536f89524,renovomedispa.com,info@renovomedispa.com,https://www.instagram.com/renovomedicalclinic,https://www.facebook.com/renovomedispa/,https://renovomedispa.com/contact-us/,True,27,269,6,iv_therapy
Rejuuv Medi Spa,Medical spa,"Medical spa, Facial spa",+1 416-929-2992,https://rejuuvmedispa.com/,"135 Yorkville Ave 1st floor, Toronto, ON M5R 0C7",135 Yorkville Ave 1st floor,Toronto,Ontario,M5R 0C7,Canada,CA,4.9,354,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""Closed""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6703919,-79.3939151,ChIJiTvDCY41K4gRm-MVr1gvMgg,0x882b358e09c33b89:0x8322f58af15e39b,rejuuvmedispa.com,info@berejuved.com,https://www.instagram.com/premieremedirejuve,,,True,32,349,0,iv_therapy
BioNektar - Performance & Longevity,IV therapy service,"IV therapy service, Medical clinic, Wellness center",+1 416-933-6792,https://www.bionektar.com/,"75 International Blvd Suite 403, Etobicoke, ON M9W 6L9",75 International Blvd Suite 403,Etobicoke,Ontario,M9W 6L9,Canada,CA,5,64,OPERATIONAL,"{""Monday"": [""10a.m.-6p.m.""], ""Tuesday"": [""10a.m.-6p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""12-6p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6774818,-79.5854199,ChIJMfoMxHE5K4gROlSrUGZN1hs,0x882b3971c40cfa31:0x1bd64d6650ab543a,bionektar.com,info@bionektar.com,https://www.instagram.com/bionektar,,,True,25,63,1,iv_therapy
Medica Laser Spa,Laser hair removal service,"Laser hair removal service, Facial spa, Medical certificate service",+1 416-301-5647,http://www.medicalaserspa.ca/,"20 Eglinton Ave W #1403, Toronto, ON M4R 1K8",20 Eglinton Ave W #1403,Toronto,Ontario,M4R 1K8,Canada,CA,4.6,236,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-8p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""Arabic, English""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true, ""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""On-site parking"": true, ""Paid parking garage"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.7067371,-79.3995189,ChIJRQ5mxDwzK4gRhNSQVeYaqpo,0x882b333cc4660e45:0x9aaa1ae65590d484,medicalaserspa.ca,medicalaserspatoronto@gmail.com,https://www.instagram.com/medicalasertoronto,https://www.facebook.com/924805164394628,http://www.medicalaserspa.ca/,True,26,199,12,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
Activate Beauty,Medical spa,"Medical spa, Facial spa",+1 416-909-0713,https://activatebeauty.ca/,"2312A Bloor St W 2nd floor, Toronto, ON M6S 1P2",2312A Bloor St W 2nd floor,Toronto,Ontario,M6S 1P2,Canada,CA,4.8,126,OPERATIONAL,"{""Monday"": [""10a.m.-5p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""12:30a.m.-6p.m.""], ""Saturday"": [""10a.m.-7p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Offerings"": {""Skincare treatments"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6506071,-79.4798448,ChIJ70b0_NU3K4gR4472U5yhadc,0x882b37d5fcf446ef:0xd769a19c53f68ee3,activatebeauty.ca,team@activebeauty.ca,https://instagram.com/activateskin,https://www.facebook.com/Activate-Beauty-113792680357831/,,True,54,121,0,"glutathione,hangover_iv,immune_iv,iv_therapy,nad_plus"
HealthSource Integrative Medical Centre,Naturopathic practitioner,"Naturopathic practitioner, Cancer treatment center, Weight loss service",+1 519-954-7950,https://www.healthsourceimc.com/,"227 Dumfries Ave, Kitchener, ON N2H 2E6",227 Dumfries Ave,Kitchener,Ontario,N2H 2E6,Canada,CA,4.9,161,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-6p.m.""], ""Wednesday"": [""9a.m.-6p.m.""], ""Thursday"": [""10a.m.-3p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true, ""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.4558646,-80.4718681,ChIJGazJBrz0K4gRfOBw-_PfmxE,0x882bf4bc06c9ac19:0x119bdff3fb70e07c,healthsourceimc.com,camille.krause@healthsourceimc.com,https://www.instagram.com/healthsourceimc,https://www.facebook.com/HealthSourceIMC/,,True,28,155,2,iv_therapy
Tight Clinic Toronto,Medical spa,"Medical clinic, Facial spa, Health and beauty shop, Laser hair removal service, Massage spa, Medical spa, Naturopathic practitioner, Women's health clinic, Skin care clinic",+1 647-344-4448,http://www.tightclinic.com/,"628 Wellington St W, Toronto, ON M5V 1G4",628 Wellington St W,Toronto,Ontario,M5V 1G4,Canada,CA,4.9,555,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-5p.m.""], ""Sunday"": [""10a.m.-5p.m.""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": false}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.642214,-79.4050026,ChIJ2VVlqWU1K4gRGy-nqqd-V9s,0x882b3565a96555d9:0xdb577ea7aaa72f1b,tightclinic.com,info@tightclinic.com,https://www.instagram.com/tightclinic,https://www.facebook.com/tightclinic,https://tightclinic.janeapp.com/locations/tight-clinic-628-wellington-street/book?rwg_token=AFd1xnGq87a8ZnfwCjyPK5OtWHh5D26DyYVw-Dpqgk5-3JDnFM--WZ3_f3z-WRC9wgI74MKqjLbmnS7OLzmS23I1O8TkH7Au_eoli2J6R3NUhKRZsE97AGs%3D,True,22,543,0,"hydration,iv_therapy,vitamin_iv"
"TruMed: IV Therapy, Hyperbaric Chamber & Naturopathic Doctors",Naturopathic practitioner,"Naturopathic practitioner, Hyperbaric medicine physician, IV therapy service, Nurse practitioner",+1 780-757-8378,https://www.trumed.ca/,"11630 119 St NW, Edmonton, AB T5G 2X7",11630 119 St NW,Edmonton,Alberta,T5G 2X7,Canada,CA,4.6,168,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""10a.m.-5p.m.""], ""Tuesday"": [""10a.m.-5p.m.""], ""Wednesday"": [""10a.m.-5p.m.""], ""Thursday"": [""10a.m.-5p.m.""], ""Friday"": [""10a.m.-4:30p.m.""], ""Saturday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",53.5681259,-113.5279515,ChIJ2QccYXQhoFMRfqjI0zBoBd0,0x53a02174611c07d9:0xdd056830d3c8a87e,trumed.ca,info@trumed.ca,,,,True,12,148,1,"glutathione,immune_iv,iv_therapy,mobile_iv,myers_cocktail,nad_plus,vitamin_iv"
VitalityMD Medical Spa Toronto,Medical spa,"Medical clinic, Health consultant, Laser hair removal service, Medical spa, Men's health physician, Mental health service, Women's health clinic, Skin care clinic, Weight loss service, Wellness center",+1 416-792-1100,http://www.vitalitymd.com/,"1769 Avenue Rd, Toronto, ON M5M 3Y8",1769 Avenue Rd,Toronto,Ontario,M5M 3Y8,Canada,CA,4.7,125,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""10a.m.-4p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Sauna"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.7295335,-79.4182831,ChIJdTR_UeMyK4gRQk-I3WqeDR0,0x882b32e3517f3475:0x1d0d9e6add884f42,vitalitymd.com,operations@vitalitymd.com,https://www.instagram.com/vitalitymdtor,https://www.facebook.com/vitalitymdtor,https://www.mindbodyonline.com/explore/locations/vitalitymd?rwg_token=AFd1xnEA_9GQxWOXRHMqJP0CLn1d60CrjQJl8pFoLpsr3G5J-HSGC6z_6cwLO27gFeLQiXzqpoFoA3QpHbz4Lbf52E0zX1YquH8sGytPOAAt3lrSF97KNrc%3D,True,91,112,4,"iv_therapy,vitamin_iv"
Functional Health Edmonton,Medical clinic,Medical clinic,+1 780-459-8183,http://functionalhealthedmonton.com/,"10 Carleton Dr, St. Albert, AB T8N 5A3",10 Carleton Dr,St. Albert,Alberta,T8N 5A3,Canada,CA,4.8,11,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""9a.m.-6:30p.m.""], ""Tuesday"": [""9a.m.-6:30p.m.""], ""Wednesday"": [""9a.m.-6:30p.m.""], ""Thursday"": [""9a.m.-6:30p.m.""], ""Friday"": [""9a.m.-5:30p.m.""], ""Saturday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",53.6453912,-113.5716529,ChIJSduWo_gkoFMRD_J4JYTKzpw,0x53a024f8a396db49:0x9cceca842578f20f,functionalhealthedmonton.com,info@functionalhealthedmonton.com,https://www.instagram.com/drmohammedelkassem,https://www.facebook.com/functionalhealthedmonton/,https://www.functionalhealthedmonton.com/discovery-consultation,True,3,10,0,"glutathione,hydration,immune_iv,iv_therapy,vitamin_iv"
Optimum Wellness Integrated Clinic,Naturopathic practitioner,"Naturopathic practitioner, Alternative medicine practitioner, Cancer treatment center, Fertility physician, Health consultant, Women's health clinic",+1 780-439-1200,https://optimumwellnessclinic.ca/%3Futm_source%3DGoogle%2520My%2520Business%26utm_campaign%3D041221,"9080 25 Ave SW #201, Edmonton, AB T6X 2H4",9080 25 Ave SW #201,Edmonton,Alberta,T6X 2H4,Canada,CA,4,25,OPERATIONAL,"{""Sunday"": [""Closed""], ""Monday"": [""9a.m.-4p.m.""], ""Tuesday"": [""9a.m.-4p.m.""], ""Wednesday"": [""9a.m.-4p.m.""], ""Thursday"": [""9a.m.-4p.m.""], ""Friday"": [""9a.m.-4p.m.""], ""Saturday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",53.4106248,-113.4823967,ChIJZ7ON6wMfoFMRkbNCk7mz2Z8,0x53a01f03eb8db367:0x9fd9b3b99342b391,optimumwellnessclinic.ca,optimumwellnessclinic@hotmail.ca,https://www.instagram.com/optimumwellnessclinic,https://www.facebook.com/drshinparknd/,,True,46,19,0,chelation
