name,category,subtypes,phone,website,address,street,city,state,postal_code,country,country_code,rating,reviews,business_status,working_hours,description,about,latitude,longitude,place_id,google_id,domain,email,company_instagram,company_facebook,booking_appointment_link,verified,photos_count,reviews_per_score_5,reviews_per_score_4
Correct by CA,Skin care clinic,Skin care clinic,+1 647-956-7083,https://www.correct.clinic/,"2847 Lake Shore Blvd W, Etobicoke, ON M8V 1H8",2847 Lake Shore Blvd W,Etobicoke,Ontario,M8V 1H8,Canada,CA,4.8,86,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""10:30a.m.-6:30p.m.""], ""Wednesday"": [""10:30a.m.-6:30p.m.""], ""Thursday"": [""10:30a.m.-6:30p.m.""], ""Friday"": [""10:30a.m.-6:30p.m.""], ""Saturday"": [""10:30a.m.-6:30p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6012958,-79.5020707,ChIJfxYY5x2yuwURTvZSyJ1G8cs,0x5bbb21de718167f:0xcbf1469dc852f64e,correct.clinic,idestrom.a@gmail.com,https://www.instagram.com/correct.clinic,https://www.facebook.com/nurse.carolina,https://correctbyca.janeapp.com/,True,8,82,0
Well BYND Wellness Clinic,Spa and health club,"Wellness center, Acupuncture clinic, Chiropractor, Facial spa, Lymph drainage therapist, Massage therapist, Naturopathic practitioner, Nutritionist, Osteopath, Spa and health club",+1 416-504-2269,http://www.wellbynd.com/,"460 Richmond St W Suite 500, Toronto, ON M5V 1Y1",460 Richmond St W Suite 500,Toronto,Ontario,M5V 1Y1,Canada,CA,4.8,180,OPERATIONAL,"{""Monday"": [""10a.m.-8p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""10a.m.-8p.m.""], ""Thursday"": [""10a.m.-8p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""9a.m.-5p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Offerings"": {""Sauna"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6477704,-79.3977197,ChIJQ1my3ww1K4gR34Bzme9nFz0,0x882b350cdfb25943:0x3d1767ef997380df,wellbynd.com,hello@wellbynd.com,,https://www.facebook.com/652039455228884,https://wellbynd.janeapp.com/locations/well-bynd/book?rwg_token=AFd1xnFD2q4w1YE01HgxoI6_-_eoVXIVBtUUo1cZ8f32EkY2BDOu42muR2Qe3DqiiiT7mpISYK-YxOwIcZYHikz-7Aqee1g2iqKv41J7_rmlNaRFzMHdYuE%3D,True,55,168,3
IV Beauty and Aesthetics,Medical spa,"Medical spa, IV therapy service, Weight loss service",+1 519-590-4273,https://ivbeautyandaesthetics.ca/%3Ffbclid%3DPAAab712J0--pcHsTeFrJFHowfhKI5fPLqizsZliWsnxTphEdO41Bud_oqpIk_aem_AaaaGf49t1FyY_Oex4cE95rkPCGYADrHMf7MLVroZXmoIaG5aK1gNKtQEXCCPmdKjKU,"16 Water St N, Cambridge, ON N1R 3B1",16 Water St N,Cambridge,Ontario,N1R 3B1,Canada,CA,5,80,OPERATIONAL,"{""Monday"": [""10a.m.-5p.m.""], ""Tuesday"": [""Closed""], ""Wednesday"": [""10a.m.-5p.m.""], ""Thursday"": [""10a.m.-5p.m.""], ""Friday"": [""10a.m.-5p.m.""], ""Saturday"": [""9a.m.-5p.m.""], ""Sunday"": [""10a.m.-5p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Offerings"": {""Skincare treatments"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.3593591,-80.3155053,ChIJrQyjOxB3LIgREb6mc07g16M,0x882c77103ba30cad:0xa3d7e04e73a6be11,ivbeautyandaesthetics.ca,ivbeautyandaesthetic@gmail.com,https://www.instagram.com/iv_beauty_aesthetics,https://www.facebook.com/honestyforever90,,True,5,80,0
Liberty Clinic,Naturopathic practitioner,"Medical clinic, Acupuncturist, Alternative medicine practitioner, Biofeedback therapist, Chiropractor, Massage therapist, Naturopathic practitioner, Osteopath",+1 416-591-1123,https://www.libertyclinic.com/,"600 Sherbourne St Suite 315, Toronto, ON M4X 1W4",600 Sherbourne St Suite 315,Toronto,Ontario,M4X 1W4,Canada,CA,4.8,24,OPERATIONAL,"{""Monday"": [""9a.m.-6p.m.""], ""Tuesday"": [""9a.m.-6p.m.""], ""Wednesday"": [""9a.m.-6p.m.""], ""Thursday"": [""9a.m.-6p.m.""], ""Friday"": [""9a.m.-6p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Language assistance"": ""English, Filipino, French""}, ""Accessibility"": {""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6716822,-79.3768696,ChIJp6rYOeo0K4gRI1Co5pScrHQ,0x882b34ea39d8aaa7:0x74ac9c94e6a85023,libertyclinic.com,info@libertyclinic.com,https://www.instagram.com/askdrjj,https://www.facebook.com/AskDrJJ/,,True,78,23,0
Canadian Health Care Provider Training Institute Hamilton,Emergency training school,"Emergency training school, Emergency training",+1 437-937-0400,http://www.chcpt.ca/,"127 MacNab St N #3, Hamilton, ON L8R 2M2",127 MacNab St N #3,Hamilton,Ontario,L8R 2M2,Canada,CA,5,27,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-5p.m.""], ""Thursday"": [""9a.m.-5p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true}}",43.2613501,-79.8691243,ChIJmZMvDpebLIgR2iEWOMt_ffQ,0x882c9b970e2f9399:0xf47d7fcb381621da,chcpt.ca,info@chcpt.ca,https://www.instagram.com/chcpti,https://www.facebook.com/CHCPTI,,True,6,27,0
ELEVA Clinic,Kinesiologist,"Kinesiologist, Acupuncture clinic, Chiropractor, Homeopathic pharmacy, Laser hair removal service, Lymph drainage therapist, Massage therapist, Nutritionist, Skin care clinic",+1 647-867-9811,http://eleva.janeapp.com/,"2238 Dundas St W Unit 302, Toronto, ON M6R 3A9",2238 Dundas St W Unit 302,Toronto,Ontario,M6R 3A9,Canada,CA,4.8,131,OPERATIONAL,"{""Monday"": [""11a.m.-9p.m.""], ""Tuesday"": [""11a.m.-9p.m.""], ""Wednesday"": [""11a.m.-9p.m.""], ""Thursday"": [""11a.m.-9p.m.""], ""Friday"": [""11a.m.-9p.m.""], ""Saturday"": [""10a.m.-7p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6543685,-79.4514901,ChIJ0yIBajI1K4gRwX99rXMteTI,0x882b35326a0122d3:0x32792d73ad7d7fc1,,,,,https://canndid.janeapp.com/,True,60,124,1
Physio In The Six Inc.,Physical therapist,"Physiotherapist, Acupuncture clinic, Acupuncturist, Massage therapist, Naturopathic practitioner, Physiotherapy Center",+1 647-492-1471,https://physiointhesix.com/%3Futm_source%3DGMB%26utm_medium%3Dorganic%26utm_campaign%3DGMBwebsite,"2794 Lake Shore Blvd W, Etobicoke, ON M8V 1H5",2794 Lake Shore Blvd W,CA,Ontario,M8V 1H5,Canada,CA,4.9,338,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-8p.m.""], ""Saturday"": [""9a.m.-1p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6020014,-79.5003524,ChIJG2yYcM9JK4gRb0Emy4h93gY,0x882b49cf70986c1b:0x6de7d88cb26416f,physiointhesix.com,admin@physiointhesix.com,https://www.instagram.com/physiointhesix,https://www.facebook.com/physiointhesix,https://physiointhesix.com/physiotherapist-appointment/,True,33,322,7
Flourish,Women's health clinic,"Women's health clinic, Acupuncturist, Chiropractor, Counselor, Massage therapist, Naturopathic practitioner, Physiotherapist",+1 416-551-2170,http://www.flourishyourhealth.com/,"1849 Yonge St Unit 314, Toronto, ON M4S 1Y2",1849 Yonge St Unit 314,Toronto,Ontario,M4S 1Y2,Canada,CA,5,24,OPERATIONAL,"{""Monday"": [""10a.m.-4p.m.""], ""Tuesday"": [""9a.m.-6p.m.""], ""Wednesday"": [""8:30a.m.-5p.m.""], ""Thursday"": [""8:30a.m.-4:30p.m.""], ""Friday"": [""9a.m.-4p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6968386,-79.3961094,ChIJWQxTuuwzK4gRFgsiCs_oU1A,0x882b33ecba530c59:0x5053e8cf0a220b16,flourishyourhealth.com,hello@flourishyourhealth.com,https://www.instagram.com/flourishyourhealth,http://www.facebook.com/flourishyourhealth,http://www.flourishyourhealth.janeapp.com/,True,9,24,0
Skin Worthy,Skin care clinic,"Medical spa, Laser hair removal service, Skin care clinic, Weight loss service",+1 647-350-7546,http://www.skinworthy.ca/,"523 The Queensway Unit 107, Etobicoke, ON M8Y 1J7",523 The Queensway Unit 107,Etobicoke,Ontario,M8Y 1J7,Canada,CA,4.8,229,OPERATIONAL,"{""Monday"": [""10a.m.-6p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-8p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""10a.m.-4p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6286077,-79.4910027,ChIJxycDyrM3K4gR_GdnZ6CQMRs,0x882b37b3ca0327c7:0x1b3190a0676767fc,skinworthy.ca,info@skinworthy.ca,,,https://www.myaponline.com/skinworthy/,True,27,217,2
"Dr. Savinda Morais, ND",Naturopathic practitioner,Naturopathic practitioner,+1 905-318-8111,http://www.drmoraisnd.com/,"640 Mohawk Rd W, Hamilton, ON L9C 2G6",640 Mohawk Rd W,Hamilton,Ontario,L9C 2G6,Canada,CA,4.5,13,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""Closed""], ""Saturday"": [""10a.m.-5p.m.""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.2337812,-79.9093785,ChIJlXBvM_CbLIgRhpuWe3QAMWc,0x882c9bf0336f7095:0x673100747b969b86,drmoraisnd.com,askdrmorais@gmail.com,,https://www.facebook.com/SavindaND,https://app.outsmartemr.com/online-booking/2166/drmoraisnd,True,7,10,1
Emerdepot Medical Supplies,Medical supply store,"Medical supply store, Home health care service, Optician, Surgical supply store",+1 888-401-3637,https://www.emerdepot.com/,"2957 Dufferin St #2, North York, ON M6B 3T1",2957 Dufferin St #2,CA,Ontario,M6B 3T1,Canada,CA,4.6,176,OPERATIONAL,"{""Monday"": [""10a.m.-6p.m.""], ""Tuesday"": [""10a.m.-6p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Delivery"": true, ""Language assistance"": ""English, Filipino, Hindi""}, ""Amenities"": {""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.7100782,-79.4534461,ChIJ3zl96FEzK4gRe8O8SN46H04,0x882b3351e87d39df:0x4e1f3ade48bcc37b,emerdepot.com,order@emerdepot.com,https://instagram.com/emerdepot,https://www.facebook.com/emergencydepot,,True,120,155,3
Lumèr - Timeless Health Clinic,Wellness center,"Wellness center, Health spa",+1 416-966-4106,http://www.timelesshealthclinic.com/,"25 Wood St #1, Toronto, ON M4Y 2P9",25 Wood St #1,Toronto,Ontario,M4Y 2P9,Canada,CA,4.8,552,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""], ""Thursday"": [""12a.m.-8p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""10a.m.-6p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English, Filipino, Russian, Ukrainian""}, ""Amenities"": {""Restaurant"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.662267,-79.381794,ChIJC5wdB7M0K4gRbx1aHLPdiGY,0x882b34b3071d9c0b:0x6688ddb31c5a1d6f,timelesshealthclinic.com,info@timelesshealthclinic.com,,http://www.facebook.com/timelesshealthclinic,,True,73,502,18
Med Spa Toronto - Rejuvenation Med Clinic,Medical spa,"Medical spa, Facial spa, Hair removal service, Health spa, Laser hair removal service, Skin care clinic",+1 855-698-1448,https://rejuvenationmedspa.ca/%3Futm_campaign%3Dgmb,"67 Portland St 2nd Floor, Toronto, ON M5V 1C2",67 Portland St 2nd Floor,Toronto,Ontario,M5V 1C2,Canada,CA,4.3,284,OPERATIONAL,"{""Monday"": [""11a.m.-7p.m.""], ""Tuesday"": [""11a.m.-7p.m.""], ""Wednesday"": [""11a.m.-7p.m.""], ""Thursday"": [""11a.m.-7p.m.""], ""Friday"": [""11a.m.-7p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Amenities"": {""Washroom"": true, ""Restaurant"": false}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6436313,-79.3994498,ChIJ6yFc1zk1K4gR_O4fcRS1bTc,0x882b3539d75c21eb:0x376db514711feefc,rejuvenationmedspa.ca,info@rejuvenationmedclinic.com,,,https://rejuvenationmedspa.ca/contact-us/,True,53,226,6
Willow London Naturopathic & IV Clinic,Naturopathic practitioner,"Naturopathic practitioner, Acupuncture clinic, Alternative medicine practitioner, Herbalist, Holistic medicine practitioner, Natural goods store, Nutritionist, Women's health clinic, Vitamin & supplements store, Wellness program",+1 519-702-7726,https://www.willownaturopath.com/,"1570 Hyde Park Rd Unit 2, London, ON N6H 5L5",1570 Hyde Park Rd Unit 2,London,Ontario,N6H 5L5,Canada,CA,4.8,60,OPERATIONAL,"{""Monday"": [""10a.m.-4p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""12-7p.m.""], ""Thursday"": [""10a.m.-4p.m.""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",42.9985408,-81.332624,ChIJ87peey_xLogRJN1slI3cNWg,0x882ef12f7b5ebaf3:0x6835dc8d946cdd24,willownaturopath.com,info@willownd.com,,,https://willownaturopath.janeapp.com/locations/willow-naturopathic-iv-clinic/book?rwg_token=AFd1xnEvl0YlYuCAkzp6Ee52D16xz5tNc4xCBbPZN89wPyEL3quxcmIwTw_zOef49oWjWOphVk32D0e1x9kCzind1bc0BuFnLFN_08lpr2N3Fd4MPx-2gGY%3D,True,7,57,0
Reforme Lab,Medical spa,Medical spa,+1 416-901-3133,http://www.reformelab.com/,"164 Davenport Rd, Toronto, ON M5R 1J2",164 Davenport Rd,Toronto,Ontario,M5R 1J2,Canada,CA,5,81,OPERATIONAL,"{""Monday"": [""10:30a.m.-7p.m.""], ""Tuesday"": [""10:30a.m.-7p.m.""], ""Wednesday"": [""Closed""], ""Thursday"": [""10:30a.m.-7p.m.""], ""Friday"": [""10:30a.m.-7p.m.""], ""Saturday"": [""12-5p.m.""], ""Sunday"": [""12-5p.m.""]}",,"{""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6753225,-79.3946783,ChIJraZWfmLL1IkRjFHywkT6cG4,0x89d4cb627e56a6ad:0x6e70fa44c2f2518c,reformelab.com,info@reformelab.com,https://www.instagram.com/reforme.lab,,https://reformelab.janeapp.com/,True,26,80,0
Renovo Skin & Body Care Clinic Toronto,Medical spa,"Medical spa, Beauty salon, Day spa, Facial spa, Hair replacement service, Hair transplantation clinic, Health spa, Medical Center, Skin care clinic, Spa",+1 416-252-0404,https://renovomedispa.com/toronto%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"36 Park Lawn Rd Unit 6, Etobicoke, ON M8V 0E5",36 Park Lawn Rd Unit 6,CA,Ontario,M8V 0E5,Canada,CA,4.5,312,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-7p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Amenities"": {""Washroom"": true, ""Restaurant"": false}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6237219,-79.4837034,ChIJpRK36JFcK4gRJJX4NiV5eSo,0x882b5c91e8b712a5:0x2a79792536f89524,renovomedispa.com,info@renovomedispa.com,https://www.instagram.com/renovomedicalclinic,https://www.facebook.com/renovomedispa/,https://renovomedispa.com/contact-us/,True,27,269,6
Revel Beauty Club,Medical spa,"Medical spa, Skin care clinic",+1 416-766-0066,https://www.revelbeautyclub.ca/,"2323 Bloor St W #106A, Toronto, ON M6S 4W1",2323 Bloor St W #106A,Toronto,Ontario,M6S 4W1,Canada,CA,5,191,OPERATIONAL,"{""Monday"": [""11a.m.-6p.m.""], ""Tuesday"": [""11a.m.-7p.m.""], ""Wednesday"": [""11a.m.-6p.m.""], ""Thursday"": [""11a.m.-8p.m.""], ""Friday"": [""11a.m.-6p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.650036,-79.4800045,ChIJgVZKBVQ3K4gRROEDm70SdfM,0x882b3754054a5681:0xf37512bd9b03e144,revelbeautyclub.ca,info@revelbeautyclub.ca,https://www.instagram.com/revelbeautyclub.ca,https://www.facebook.com/revelbeautyclub.ca,,True,61,191,0
Rejuuv Medi Spa,Medical spa,"Medical spa, Facial spa",+1 416-929-2992,https://rejuuvmedispa.com/,"135 Yorkville Ave 1st floor, Toronto, ON M5R 0C7",135 Yorkville Ave 1st floor,Toronto,Ontario,M5R 0C7,Canada,CA,4.9,354,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""Closed""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6703919,-79.3939151,ChIJiTvDCY41K4gRm-MVr1gvMgg,0x882b358e09c33b89:0x8322f58af15e39b,rejuuvmedispa.com,info@berejuved.com,https://www.instagram.com/premieremedirejuve,,,True,32,349,0
Ontario HBOT (Hyperbaric Oxygen Therapy Centre),Medical Center,"Medical clinic, Diabetes center, Health consultant, Medical Center, Medical office",+1 416-789-4268,http://ontariohbot.ca/,"136B Cartwright Ave, North York, ON M6A 1V2",136B Cartwright Ave,North York,Ontario,M6A 1V2,Canada,CA,4.7,107,OPERATIONAL,"{""Monday"": [""8a.m.-4p.m.""], ""Tuesday"": [""8a.m.-4p.m.""], ""Wednesday"": [""8a.m.-4p.m.""], ""Thursday"": [""8a.m.-4p.m.""], ""Friday"": [""8a.m.-4p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""French, Hindi, Russian, Spanish""}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Checks"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Nursing room"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.7222005,-79.4679369,ChIJa0c5GdUzK4gRF-ouw60tVKw,0x882b33d51939476b:0xac542dadc32eea17,ontariohbot.ca,derekfayle@ontariohbot.ca,,https://www.facebook.com/OntarioHBOT/,,True,106,99,1
